       -0.00,       -0.95,
       -0.00,       -0.94,
        0.04,       -0.94,
        0.12,       -0.94,
        0.16,       -0.94,
        0.20,       -0.94,
        0.24,       -0.94,
        0.32,       -0.94,
        0.36,       -0.94,
        0.44,       -0.91,
        0.52,       -0.90,
        0.56,       -0.90,
        0.64,       -0.87,
        0.72,       -0.87,
        0.84,       -0.85,
        0.92,       -0.84,
        1.00,       -0.84,
        1.12,       -0.76,
        1.20,       -0.76,
        1.32,       -0.76,
        1.44,       -0.73,
        1.56,       -0.73,
        1.68,       -0.65,
        1.80,       -0.65,
        1.92,       -0.63,
        2.04,       -0.59,
        2.16,       -0.63,
        2.31,       -0.63,
        2.43,       -0.61,
        2.59,       -0.63,
        2.71,       -0.59,
        2.87,       -0.63,
        3.03,       -0.60,
        3.15,       -0.57,
        3.31,       -0.59,
        3.47,       -0.60,
        3.63,       -0.59,
        3.79,       -0.59,
        3.95,       -0.59,
        4.07,       -0.58,
        4.23,       -0.59,
        4.39,       -0.61,
        4.55,       -0.60,
        4.67,       -0.61,
        4.83,       -0.61,
        4.99,       -0.61,
        5.15,       -0.59,
        5.27,       -0.58,
        5.43,       -0.54,
        5.59,       -0.55,
        5.75,       -0.55,
        5.95,       -0.55,
        6.15,       -0.51,
        6.35,       -0.53,
        6.55,       -0.52,
        6.71,       -0.54,
        6.95,       -0.54,
        7.15,       -0.55,
        7.34,       -0.55,
        7.58,       -0.55,
        7.78,       -0.55,
        7.98,       -0.52,
        8.18,       -0.51,
        8.38,       -0.54,
        8.62,       -0.50,
        8.82,       -0.51,
        9.06,       -0.50,
        9.26,       -0.47,
        9.50,       -0.48,
        9.74,       -0.48,
        9.98,       -0.48,
       10.22,       -0.46,
       10.46,       -0.45,
       10.70,       -0.42,
       10.98,       -0.42,
       11.26,       -0.43,
       11.50,       -0.43,
       11.78,       -0.42,
       12.02,       -0.41,
       12.29,       -0.44,
       12.53,       -0.44,
       12.77,       -0.43,
       13.05,       -0.44,
       13.29,       -0.39,
       13.57,       -0.39,
       13.85,       -0.33,
       14.09,       -0.32,
       14.37,       -0.29,
       14.65,       -0.27,
       14.93,       -0.28,
       15.21,       -0.28,
       15.49,       -0.32,
       15.73,       -0.32,
       16.01,       -0.32,
       16.29,       -0.31,
       16.57,       -0.29,
       16.85,       -0.28,
       17.13,       -0.27,
       17.40,       -0.26,
       17.68,       -0.21,
       17.96,       -0.23,
       18.24,       -0.24,
       18.56,       -0.23,
       18.92,       -0.24,
       19.24,       -0.23,
       19.56,       -0.20,
       19.88,       -0.18,
       20.20,       -0.18,
       20.52,       -0.18,
       20.80,       -0.15,
       21.12,       -0.12,
       21.44,       -0.11,
       21.76,       -0.12,
       22.08,       -0.12,
       22.39,       -0.11,
       22.71,       -0.10,
       23.03,       -0.07,
       23.35,       -0.07,
       23.67,       -0.02,
       24.03,       -0.02,
       24.35,       -0.02,
       24.67,        0.01,
       24.99,        0.05,
       25.35,        0.07,
       25.67,        0.08,
       25.99,        0.11,
       26.35,        0.15,
       26.71,        0.14,
       27.07,        0.14,
       27.42,        0.13,
       27.78,        0.13,
       28.18,        0.12,
       28.54,        0.13,
       28.86,        0.13,
       29.22,        0.18,
       29.58,        0.21,
