       -0.00,       -1.04,
       -0.00,       -1.03,
        0.04,       -1.02,
        0.08,       -1.03,
        0.12,       -1.02,
        0.16,       -1.03,
        0.20,       -1.03,
        0.28,       -1.02,
        0.36,       -0.98,
        0.40,       -0.98,
        0.48,       -0.94,
        0.60,       -0.90,
        0.68,       -0.88,
        0.76,       -0.85,
        0.88,       -0.84,
        0.96,       -0.79,
        1.08,       -0.76,
        1.20,       -0.74,
        1.32,       -0.67,
        1.44,       -0.64,
        1.56,       -0.63,
        1.68,       -0.57,
        1.80,       -0.55,
        1.92,       -0.55,
        2.08,       -0.50,
        2.20,       -0.52,
        2.35,       -0.49,
        2.51,       -0.46,
        2.67,       -0.48,
        2.79,       -0.44,
        2.95,       -0.46,
        3.11,       -0.47,
        3.31,       -0.41,
        3.47,       -0.43,
        3.63,       -0.40,
        3.79,       -0.37,
        3.95,       -0.35,
        4.11,       -0.27,
        4.31,       -0.28,
        4.43,       -0.26,
        4.63,       -0.24,
        4.79,       -0.24,
        4.95,       -0.23,
        5.11,       -0.20,
        5.27,       -0.16,
        5.43,       -0.12,
        5.63,       -0.12,
        5.79,       -0.11,
        5.99,       -0.02,
        6.19,       -0.02,
        6.35,       -0.05,
        6.55,       -0.03,
        6.79,       -0.02,
        6.99,        0.04,
        7.19,        0.02,
        7.42,        0.01,
        7.62,        0.08,
        7.86,        0.07,
        8.06,        0.11,
        8.26,        0.13,
        8.50,        0.13,
        8.74,        0.15,
        8.98,        0.17,
        9.22,        0.19,
        9.42,        0.23,
        9.66,        0.27,
        9.94,        0.28,
       10.18,        0.28,
       10.42,        0.27,
       10.70,        0.29,
       10.94,        0.33,
       11.22,        0.37,
       11.50,        0.36,
       11.78,        0.37,
       12.02,        0.42,
       12.29,        0.44,
       12.53,        0.44,
       12.81,        0.49,
       13.05,        0.50,
       13.33,        0.54,
       13.57,        0.56,
       13.85,        0.56,
       14.09,        0.61,
       14.37,        0.63,
       14.65,        0.64,
       14.93,        0.69,
       15.21,        0.70,
       15.49,        0.74,
       15.81,        0.76,
       16.05,        0.76,
       16.37,        0.82,
       16.65,        0.83,
       16.93,        0.82,
       17.25,        0.87,
       17.52,        0.90,
       17.80,        0.98,
       18.12,        0.97,
       18.44,        1.03,
       18.72,        1.07,
       19.04,        1.09,
       19.36,        1.11,
       19.72,        1.15,
       20.04,        1.16,
       20.40,        1.20,
       20.68,        1.21,
       21.00,        1.24,
       21.32,        1.31,
       21.64,        1.31,
       22.00,        1.33,
       22.31,        1.37,
       22.63,        1.39,
       22.95,        1.46,
       23.31,        1.47,
       23.67,        1.51,
       23.99,        1.55,
       24.31,        1.60,
       24.67,        1.62,
       24.99,        1.65,
       25.35,        1.68,
       25.67,        1.71,
       26.03,        1.71,
       26.35,        1.75,
       26.71,        1.78,
       27.07,        1.81,
       27.50,        1.85,
       27.90,        1.89,
       28.26,        1.91,
       28.62,        1.94,
       29.02,        1.93,
       29.34,        1.96,
       29.70,        1.98,
       30.10,        1.99,
       30.50,        2.03,
       30.86,        2.06,
       31.22,        2.09,
       31.58,        2.09,
       31.94,        2.14,
       32.29,        2.15,
       32.65,        2.17,
       33.01,        2.18,
       33.37,        2.21,
       33.73,        2.23,
       34.09,        2.25,
       34.49,        2.25,
       34.85,        2.25,
       35.25,        2.21,
       35.61,        2.18,
       36.05,        2.10,
       36.41,        1.99,
       36.81,        1.76,
       37.21,        1.50,
       37.56,        1.22,
       37.96,        0.94,
       38.32,        0.68,
       38.72,        0.37,
       39.12,        0.11,
       39.48,       -0.14,
       39.88,       -0.45,
       40.24,       -0.72,
       40.64,       -1.05,
       41.00,       -1.33,
       41.40,       -1.61,
       41.76,       -1.87,
       42.12,       -2.12,
       42.51,       -2.36,
       42.91,       -2.48,
       43.31,       -2.47,
       43.71,       -2.41,
       44.11,       -2.38,
       44.55,       -2.34,
       44.95,       -2.35,
       45.35,       -2.36,
       45.75,       -2.41,
       46.15,       -2.44,
       46.55,       -2.43,
       46.95,       -2.41,
       47.34,       -2.39,
       47.74,       -2.39,
       48.14,       -2.40,
       48.54,       -2.42,
       48.94,       -2.44,
       49.34,       -2.43,
       49.74,       -2.41,
       50.14,       -2.42,
       50.54,       -2.45,
       50.94,       -2.44,
       51.38,       -2.46,
       51.82,       -2.45,
       52.29,       -2.47,
       52.73,       -2.47,
       53.13,       -2.47,
       53.53,       -2.47,
       53.97,       -2.47,
       54.33,       -2.48,
       54.77,       -2.47,
       55.17,       -2.50,
       55.61,       -2.53,
       56.05,       -2.54,
       56.45,       -2.56,
       56.89,       -2.61,
       57.29,       -2.64,
       57.68,       -2.65,
       58.08,       -2.66,
       58.52,       -2.65,
       58.92,       -2.60,
       59.36,       -2.59,
       59.88,       -2.54,
       60.32,       -2.50,
       60.72,       -2.47,
       61.20,       -2.44,
       61.60,       -2.43,
       62.04,       -2.47,
       62.47,       -2.45,
       62.91,       -2.43,
       63.31,       -2.48,
       63.79,       -2.47,
       64.23,       -2.47,
       64.63,       -2.47,
       65.07,       -2.47,
       65.51,       -2.43,
       65.95,       -2.41,
       66.39,       -2.39,
       66.79,       -2.39,
       67.23,       -2.39,
       67.70,       -2.34,
       68.18,       -2.34,
       68.62,       -2.34,
       69.10,       -2.34,
       69.54,       -2.30,
       69.98,       -2.30,
       70.42,       -2.28,
       70.86,       -2.27,
       71.30,       -2.29,
       71.74,       -2.29,
       72.18,       -2.28,
       72.65,       -2.25,
       73.05,       -2.21,
       73.49,       -2.24,
       73.93,       -2.24,
       74.37,       -2.21,
       74.81,       -2.20,
       75.25,       -2.20,
       75.73,       -2.17,
       76.21,       -2.12,
       76.69,       -2.12,
       77.13,       -2.12,
       77.56,       -2.08,
       78.00,       -2.06,
       78.44,       -2.03,
       78.92,       -2.00,
       79.36,       -1.92,
       79.80,       -1.91,
       80.28,       -1.89,
       80.72,       -1.86,
       81.16,       -1.87,
       81.60,       -1.84,
       82.04,       -1.84,
       82.47,       -1.83,
       82.95,       -1.84,
       83.39,       -1.83,
       83.87,       -1.85,
       84.35,       -1.82,
       84.83,       -1.81,
       85.31,       -1.84,
       85.75,       -1.87,
       86.19,       -1.90,
       86.67,       -1.89,
       87.11,       -1.88,
       87.54,       -1.90,
       88.02,       -1.91,
       88.50,       -1.91,
       88.94,       -1.92,
       89.38,       -1.90,
       89.86,       -1.89,
       90.30,       -1.85,
       90.74,       -1.82,
       91.22,       -1.83,
       91.66,       -1.81,
       92.18,       -1.77,
       92.65,       -1.75,
       93.13,       -1.74,
       93.57,       -1.74,
       94.01,       -1.69,
       94.45,       -1.67,
       94.93,       -1.64,
       95.41,       -1.65,
       95.85,       -1.67,
       96.33,       -1.65,
       96.81,       -1.61,
       97.25,       -1.60,
       97.68,       -1.55,
       98.16,       -1.55,
       98.60,       -1.51,
       99.12,       -1.50,
       99.60,       -1.48,
      100.08,       -1.49,
      100.60,       -1.48,
      101.08,       -1.45,
      101.56,       -1.46,
